,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,module_check,functions_check,returns_print_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
331,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-01-20 03:52:52 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture times make them challenging to regularly attend",I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,TUT0109 - Katia Tutorial Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Comfortable,How to effectively use return() function. ,I completely understand,I completely understand,I completely understand,"No other feedback, but maybe to add a bit more notes on the Jupiter notebooks used in lectures because they actually really help. ",1010709360.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,comfortable,2.3,2.0
332,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:52:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",The lecture times make them challenging to regularly attend,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,LEC0102 - Moosavi Lecture Recording",I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Confident,,I completely understand,I completely understand,I completely understand,,1010231429.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,LEC0102,False,True,confident,2.2,3.0
333,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:51:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Exciting,"importing stuff 

and stuff like math.cos(ang1) --> still confused about what this means.",I somewhat understand,I completely understand,I completely understand,I love that I can ask questions during lectures and the tutorials do a great job at summarizing what we have learned in class this week. Really enjoying this course so far.,1009842495.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,exciting,2.2,2.0
334,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-01-20 03:51:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Great.,,I completely understand,I completely understand,I completely understand,"So far, the lectures are easy to follow and labs and tutorials are extremely helpful.",1009375016.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,great ,3.1,3.0
335,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320294, 320270, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:39:39 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,scared,I was confused with scopes,I somewhat understand,I somewhat understand,I somewhat understand,"Please slow down in lectures, because sometimes the content goes by quickly",1009437600.0,LEC0101,TUT0103,PRA0108,Industrial,LEC0101,False,False,True,scared,-1.9,3.0
336,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-20 03:34:05 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,confident ,maybe a functions review,I completely understand,I somewhat understand,I somewhat understand,,1009910223.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,confident ,0.0,1.0
337,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320276, 320111, 320231","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-20 03:32:16 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments and/or projects for another course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,No,I am up-to-date,rolling,"types of errors, creating functions",I completely understand,I somewhat understand,I somewhat understand,more breakout sessions!!,,,,,,LEC0101,False,False,False,rolling,0.0,3.0
338,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-01-20 03:31:48 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was working on assignments for this course,I was working on assignments and/or projects for another course","I prefer the teaching style in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am up-to-date,,,I somewhat understand,I somewhat understand,I somewhat understand,,1010463473.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,False,False,False,nan,0.0,2.0
339,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:28:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture times make them challenging to regularly attend",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Knowledgeable ,I am up to date with lecture content.,I somewhat understand,I completely understand,I completely understand,"For LEC101, when the professor worked on the coding on jupyter notebook, it was hard to read.",1010007635.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,knowledgeable ,0.0,1.0
340,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:23:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Okay,Declaring function,I completely understand,I completely understand,I do not understand,,1010333284.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,okay,0.9,3.0
341,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241","320111, 320231, 320328","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241",2024-01-20 03:20:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,good,none,I completely understand,I completely understand,I completely understand,,1009794064.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,good,1.9,3.0
342,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-01-20 03:19:19 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,I feel really confident about my python skills.,I feel really confident about my python skills.,I completely understand,I completely understand,I completely understand,I have no feedback,1010331570.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,i feel really confident about my python skills ,2.2,3.0
343,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241","320231, 320328, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:15:58 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,I was working on assignments for this course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,"After going to a few lectures, I have realized that the learning experience for this type of course would work better if it were in a smaller room. Having it in my150 creates opportunity for distraction due to its bigger size.",for loops,I somewhat understand,I somewhat understand,I completely understand,"I think having professors go around helps if a student has a question, it can be answered quickly",1010118739.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,"after going to a few lectures, i have realized that the learning experience for this type of course would work better if it were in a smaller room  having it in my150 creates opportunity for distraction due to its bigger size ",3.2,3.0
344,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-01-20 03:13:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Optimistic,kinematics,I completely understand,I completely understand,I completely understand,"This course is structured in a nice way I am enjoying it so far,",1009837232.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,optimistic,1.3,3.0
345,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-01-20 03:12:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,Unprepared,I am very confused with the design project we did friday,I somewhat understand,I do not understand,I somewhat understand,"Please go slower when actually typing the code, its really hard to catch up to the instructors sometimes, which makes me feel lost and because everything is so fast paced that you dont even have time to ask questions. It would be much nicer if we allocated more time during the actual coding section so that the pace can be slowed down too",1009886456.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,unprepared,0.0,3.0
346,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-20 03:08:45 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Ready,navigating pycharm,I completely understand,I completely understand,I completely understand,,1010356650.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,ready,1.5,3.0
347,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241","320149, 320270, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241",2024-01-20 03:08:38 UTC,"Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am up-to-date,python so far is straight forward in its base component however the logic takes time to figure out.,none,I completely understand,I completely understand,I do not understand,none,1008870768.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,python so far is straight forward in its base component however the logic takes time to figure out ,0.9,1.0
348,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0103-20241","320323, 320239, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0103-20241",2024-01-20 03:02:18 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",4-8 hours,Yes,I am up-to-date,"After week 2, I feel secure in this course in terms of up-to-date materials and workload. ",functions. ,I completely understand,I somewhat understand,I somewhat understand,"I have a bit of concern regarding the weekly labs. I have my Practical pretty later in the week which is Thursday, a very odd time for APS106 because the new lab is not posted yet but the previous one is almost due so I have very little time to get help with my lab assignment. Therefore, I hope the teaching team can post the weekly lab in a new and appropriate time window, which will help a lot of students with similar situations as me. ",1010410360.0,LEC0103,TUT0107,PRA0104,Industrial,False,False,LEC0103,True,"after week 2, i feel secure in this course in terms of up to date materials and workload  ",1.4,3.0
349,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-01-20 02:55:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",2-4 hours,Yes,I am up-to-date,Prepared,None so far,I completely understand,I completely understand,I do not understand,None so far,1010293193.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepared,0.9,3.0
350,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-20 02:54:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",,No,I am up-to-date,Normal,I’m fine with everything,I completely understand,I completely understand,I completely understand,,1009815210.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,normal,0.0,3.0
351,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320328, 320111, 320231","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-20 02:54:49 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,great,Functions,I completely understand,I completely understand,I completely understand,It was great to have ta and profs walking around during lectures to help us out,1009909592.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,great,3.1,3.0
352,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241","320323, 320111, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241",2024-01-20 02:44:35 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,No,I am starting to fall behind,anxious,"functions, return, input",I somewhat understand,I somewhat understand,I somewhat understand,I hope that the instructors can slow the speaking speed during classes.,1009825735.0,LEC0101,TUT0107,PRA0107,Industrial,LEC0101,False,False,True,anxious,-1.0,3.0
353,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-20 02:43:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Prepared.,return statements,I completely understand,I completely understand,I somewhat understand,I may be beneficial if we completed more practice problems as a class during lectures.,1010293852.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,prepared ,0.9,3.0
354,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-01-20 02:42:38 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,Yes,I am up-to-date,Relaxed,,I completely understand,I completely understand,I somewhat understand,Not much feedback; so far the course is fine as is.,1010247476.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,relaxed,2.2,2.0
355,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320276, 320239, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-20 02:27:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",,,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am starting to fall behind,Functions scare me. ,Functions ,I somewhat understand,I do not understand,I somewhat understand,,1010028541.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,functions scare me  ,-2.2,1.0
356,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320299, 320239, 320111","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-01-20 02:25:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments and/or projects for another course","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,ok,,I completely understand,I completely understand,I completely understand,,1010066768.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,ok,1.4,3.0
357,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320299, 320111, 320224","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-01-20 02:25:04 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Confident ,I could use help with nested functions and functions in general.,I completely understand,I completely understand,I somewhat understand,Lectures are intriguing and fun sometimes. Would like more breakout sessions.,1008765800.0,LEC0101,TUT0104,PRA0102,Track-One,LEC0101,False,False,True,confident ,0.0,3.0
