,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,midterm_prepare,midterm_surprise,string_methods_check,string_indexing_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
302,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241","320231, 320328, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241",2024-02-10 16:32:22 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was studying for a term test for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities,I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments for this course",,,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,great,,Past tests were the most helpful.  I also did enough practice problems to where I felt comfortable with the unit before the past tests.,I wasn't expecting such a heavy emphasis on while loops.  This was different from the layout of the past exams,I completely understand,I completely understand,,1009867994.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,great,3.1,2.0
303,"APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320262, 320307, 320129","APS106H1-S-PRA0107-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-02-10 16:24:47 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Midterm…,Iterations,Ppts but I found doing past papers more useful,Fibonacci sequence as we never did any problem similar to that,I somewhat understand,I somewhat understand,,1008854018.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,midterm…,0.0,3.0
304,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-02-10 16:07:22 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Good,,I finished all of the practice problems and re-read my lecture notes.,No,I completely understand,I completely understand,,1009976830.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,good,1.9,3.0
305,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-02-10 15:49:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",,,Yes,I am starting to fall behind,okay,strings,"past midterms, practice problems",Taylor series.,I somewhat understand,I somewhat understand,,1010164475.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,okay,0.9,3.0
306,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-02-10 15:49:05 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was studying for a term test for this course,I was studying for a term test for another course",I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,confusing,how do you open the file in python,"I use the Jupyter notebook, the practice question for every week, and also the tut ppt, the past exams. However, I still feel unconfident with the midterm. I need more practice for real. ","yes, personally, i feel like it is more difficult than the past exams. and since we have been coding from our laptop all the time, it is kind of hard to write the codes with pen. ",I somewhat understand,I do not understand,it is good in general. ,1010077220.0,LEC0103,TUT0107,PRA0107,Industrial,LEC0101,False,False,False,confusing,-0.9,2.0
307,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-02-10 15:46:45 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the scheduling of the lectures in another section(s),Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",Yes,I have fallen behind,good,No,Bad,No,I do not understand,I do not understand,No,1010430286.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,good,1.9,3.0
308,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241","320111, 320168, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241",2024-02-10 15:45:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,Confused,reading files from a .txt file,I used past midterms as well as the practice problems to prepare. I feel like the midterms were most helpful since the questions were formatted similarly to the real test.,"The Taylor series question was supprising because I was unfamiliar with it. However, I was able to think about it and understand how to put it into code.",I completely understand,I completely understand,I like how the instructors and TA's are always walking around to help as the lecture goes on.,1009827546.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,confused,-1.3,3.0
309,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-02-10 15:38:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,I was studying for a term test for another course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,I was studying for a term test for another course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,excited,As of right now I fully grasp everything.,"To prepare for Term Test 1, I did every practice problem and a few past midterms. I also revised the lesson slides. The things that I found the most effective were the practice problems and the lesson slides.","For the most part, term test 1 felt relatively straightforward.",I completely understand,I completely understand,I have no other feedback.,1010154887.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,excited,1.4,2.0
310,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-10 15:16:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Yes,I am up-to-date,Strong,string methods,Practice problems and labs,No,I completely understand,I somewhat understand,,1010356650.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,strong,2.3,3.0
311,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-10 15:06:59 UTC,I did not attend any lectures this week,I was studying for a term test for this course,,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,confident after term test 1,,"I used the tutorial slides and the recommended practice problems, in addition to past midterms. ",No everything that was asked was within the content that was outlined in term test 1 information.,I somewhat understand,I somewhat understand,,1010090508.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,confident after term test 1,2.2,0.0
312,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-02-10 14:41:22 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",,"PRA0105\, Friday\, 3 - 5 pm",No,I am up-to-date,good,,I used the textbook and the weekly practice problems. The practice problems were the most helpful. ,"I found that while the code on the test was quite easy, the two long questions were a bit difficult to figure out logically. ",I completely understand,I completely understand,,1010069079.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,good,1.9,3.0
313,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241","320294, 320149, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241",2024-02-10 14:36:39 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)","I was studying for a term test for this course,I was studying for a term test for another course",I prefer the scheduling of the lectures in another section(s),Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,relaxed,"syntax differences from other languages, oop mindset","2017 midterm, lab questions, w3schools, chem club review session, 2023 midterm

i did practice midterms and timed myself. I also attended practicals and tutorials to learn about special cases I may not consider when programming. Lastly, I searched up functions and syntax that were not familiar to me.","Yes, it was much more difficult than the 2023 and 2017 ones. Those took me half the time, but this year’s took the whole 90 minutes. I struggled to understand what question 4 and 5 were asking me. Especially question 5, the Taylor Series problem. I did not like the way it was worded in a really chunky paragraph and how it had no example cases. If there was a sample input/output, it would have made it easier to understand the question. It’s also happened to be something I never learned before (it’s part of MAT187, but we haven’t learned it yet), so it was difficult to wrap my head around it. The other problem I had was that I wasn’t sure if 1 was a term in e^x = 1 + x + … I had to state my assumption on the side because there was no clarification. This wouldn’t have needed much thought if some case scenarios had been given. I also struggled to understand how the parameter”precision” worked. I had to give it a lot of thought which limited my time to actually write down my code. Once again,”precision” would have been easier to understand if some test cases were given or numbers were used. 

Other than the above, the test questions weren’t too difficult, but the formatting of this midterm could have been better. Especially when students were expected to suddenly understand what Taylor Series for e^x were and what the parameter “precision” meant.",I somewhat understand,I somewhat understand,"I’m hoping that the formatting for the midterm 2 is better than the midterm 1, with more test cases or better explanations. Other than that, keep it up APS106 team! This is my fave course this whole semester! ",1010008073.0,LEC0101,TUT0103,PRA0103,Mechanical,False,LEC0102,False,False,relaxed,2.2,1.0
314,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-10 14:33:42 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Other,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Yes,I am up-to-date,Great！,Objects,Past test,No,I completely understand,I completely understand,,1009795688.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,great！,0.0,3.0
315,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-02-10 14:16:12 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,"Interested

 ","manipulating strings, navigating a file","* textbook

* practice problems

*  tutorial slides

*  lecture slides

 I found the practice problems to be the best indicator of whether or not I could apply my knowledge so I spend most of my studying time doing those problems. ",No,I somewhat understand,I do not understand,I really enjoy the time that we get in lectures and tutorials to do practice problems,1010139707.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,"interested

 ",0.0,3.0
316,"APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241","320307, 320246, 320129","APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241",2024-02-10 14:09:58 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,Stressed,applications of while loops,"I used past midterms, practice problems, and lecture material. The most helpful were the practice problems because they were challenging provided a way of applying the knowledge we learned in lectures. ",,I completely understand,I somewhat understand,,1009937909.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,LEC0103,False,stressed,-1.4,3.0
317,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-10 13:57:38 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,stressful,saving files,practice midterms,no,I do not understand,I somewhat understand,,1010542156.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,stressful,-2.3,3.0
318,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-02-10 13:42:38 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","I was studying for a term test for another course,The lecture times make them challenging to regularly attend",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,No,I am up-to-date,knowledgeable,string conversion,"I reviewed all of the material on quercus, including lectures and tutorials. I attempted the practice problems for each module covered on the term test, as well as reviewed past term tests under exam-like conditions. The provided solutions to past term tests were most helpful in allowing me to determine what I did wrong and what was to be expected in a question for full marks.",Nothing on the term test surprised me in terms of content.,I completely understand,I completely understand,I have no feedback as of today.,1010410271.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,knowledgeable,0.0,1.0
319,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-10 09:40:59 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,string,methods,Term test from last year is very helpful,"I was surprised to see Taylor series, because I am not taking MAT187 this year",I somewhat understand,I somewhat understand,no,1010180206.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,string,0.0,3.0
320,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-02-10 08:34:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","I was working on assignments and/or projects for another course,Other",,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,ok,none,Past Midterms > Practice Problems > Textbook,No,I completely understand,I completely understand,none,1010208204.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,ok,1.4,1.0
321,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-10 07:48:19 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,good,,I didn’t prepare for term test really,no,I completely understand,I completely understand,,1010009330.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good,1.9,2.0
322,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-02-10 07:05:11 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Good,When string operations can be used,"the resources I found most helpful were class slides and mainly tutorial slides, recordings, and practice problems, as well as some midterm review workshops I attended.",The emphasis on math in the short answer section.,I somewhat understand,I somewhat understand,,1010164135.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good,1.9,2.0
323,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320294, 320168, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-02-10 07:00:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,"PRA0105\, Friday\, 3 - 5 pm",Yes,I am up-to-date,good,nothing,past test,nothing,I completely understand,I completely understand,nothing,1009796829.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,good,1.9,3.0
324,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-10 06:19:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,,,,,I completely understand,I completely understand,,1010046781.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,nan,0.0,2.0
325,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241","320231, 320328, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241",2024-02-10 05:54:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,,"I was studying for a term test for this course,I was working on assignments and/or projects for another course","Katia (TUT0108\, Tuesday\, 9 - 10 am)",,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,overlooked,,"I studied past papers and practice problems, and I answered the questions mentioned in the review lecture. The problem from the term test review lecture was probably the most useful because it had a Taylor Series question.",No,I somewhat understand,I somewhat understand,,1010154770.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,overlooked,-0.1,2.0
326,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-02-10 05:48:36 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Distracted with non-academic activities,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Interesting,Classes,I did not prepare at all other than completing 2022 and 2019 midterms. ,Yes. The fibonacci sequence was kind of tough. ,I somewhat understand,I completely understand,,1009898693.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,interesting,1.7,2.0
327,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0102-20241","320315, 320262, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0102-20241",2024-02-10 05:33:15 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Prepared,,"Problem sets

past exams",Last 2 questions ,I somewhat understand,I somewhat understand,,1009837349.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,prepared,0.9,3.0
328,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241","320315, 320253, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241",2024-02-10 05:15:20 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments and/or projects for another course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",No,I am up-to-date,Fun,,I used tutorial slides the most to check my knowledge and make a list of the topics I should review. I also did the practice questions in the slides. I then did  many past midterms as I could for practice,"No, everything seemed fair",I completely understand,I completely understand,,1010480249.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,fun,2.3,3.0
