,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,video_materials,practice_problems,progress_check,comment_one_word,confused_topics,previous_exp,aps106_future_use,coding_future,python_setup,languages,variable_check,expression_check,operator_check,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
332,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241","320129, 320315, 320253","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241",2024-01-13 16:45:25 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0102 - Moosavi Lecture Recording,Yes,I am up-to-date,Excited ,,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1010400193.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,excited ,0.0,3.0
333,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-13 16:41:01 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,exciting ,"I wasn't confused about anything this week, I could handle all of them.",I can write some code but just the basics,3,Yes,Yes,"Matlab,Java,Javascript",I completely understand,I completely understand,I completely understand,1010477761.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,exciting ,0.0,3.0
334,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-01-13 16:20:13 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,good,-,I can write some code but just the basics,3,Not sure,No,,I somewhat understand,I somewhat understand,I somewhat understand,1010016956.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,good,1.9,3.0
335,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-13 16:18:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lecture times make them challenging to regularly attend,Other",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",None,Yes,I am up-to-date,Intrigued,input,I can write some code but just the basics,5 (Always),Yes,Yes,"Matlab,C/C++,Java",I completely understand,I completely understand,I completely understand,1010138414.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,intrigued,0.0,2.0
336,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-13 16:18:15 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am starting to fall behind,Confused,Installing PyCharm,I have never written a single line of computer code,3,Not sure,No,,I somewhat understand,I somewhat understand,I somewhat understand,1009991993.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,confused,-1.3,3.0
337,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320285, 320168, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 16:11:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",,Yes,I am up-to-date,Excited!,None ,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,R",I completely understand,I completely understand,I completely understand,1009973370.0,LEC0101,TUT0102,PRA0101,Chemical,LEC0101,False,False,True,excited ,1.4,3.0
338,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-01-13 16:10:26 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Following the lecture by looking at the content and listening to the instructor,None,Yes,I am up-to-date,Confident,,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Java,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010143541.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
339,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-01-13 16:08:49 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0103 - Beck Lecture Recording,Yes,I am up-to-date,New,I still don’t get what is % means in Python.,I have never written a single line of computer code,4,Yes,Yes,Python,I somewhat understand,I somewhat understand,I somewhat understand,1010430286.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,new,0.0,3.0
340,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0108-20241","320328, 320111, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0108-20241",2024-01-13 16:07:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am up-to-date,alright,installing anaconda and pycharm,I can write some code but just the basics,3,Yes,No,"Python,Matlab",I somewhat understand,I somewhat understand,I completely understand,1009003301.0,LEC0101,TUT0108,PRA0108,Mechanical,LEC0101,False,False,True,alright,1.0,2.0
341,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-01-13 16:06:56 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,"LEC0102 - Moosavi Lecture Recording,TUT - Tutorial Recording",No,I am starting to fall behind,,,I can write some code but just the basics,4,Yes,Yes,"Python,Matlab,Other",I somewhat understand,I somewhat understand,I somewhat understand,1009640621.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,nan,0.0,1.0
342,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-13 15:59:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Happy,"modulo, id",I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab,HTML/CSS",I completely understand,I completely understand,I somewhat understand,1010180206.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,happy,2.7,3.0
343,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241","320111, 320276, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241",2024-01-13 15:57:13 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Easy,So far everything covered in this week’s lectures are making sense. But I do have questions on different types of errors and the meaning or usage of the compiler.,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,Java,HTML/CSS",I completely understand,I completely understand,I completely understand,1009893885.0,LEC0101,TUT0101,PRA0103,Track-One,LEC0101,False,False,True,easy,1.9,3.0
344,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-13 15:56:56 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",Yes,I am up-to-date,Interested,operators,I have never written a single line of computer code,4,Yes,Yes,Matlab,I completely understand,I somewhat understand,I somewhat understand,1010523523.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,interested,1.7,3.0
345,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-13 15:55:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments and/or projects for another course",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,okay,,I can write some code but just the basics,2,Not sure,Yes,"Python,Matlab,HTML/CSS",I somewhat understand,I somewhat understand,I do not understand,1009848658.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,okay,0.9,3.0
346,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 15:53:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,Excited ,N/A I feel comfortable so far with all topics taught so far,I can write some code but just the basics,3,Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1009856620.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited ,0.0,3.0
347,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-01-13 15:46:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Informative,,I can write some code but just the basics,5 (Always),Yes,Yes,"C/C++,Java,HTML/CSS",I completely understand,I completely understand,I completely understand,1009959289.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,informative,0.0,3.0
348,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-13 15:45:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,I prefer the room of the lectures in another section(s),Trying to solve the breakout problems,None,No,I have fallen behind,behind,how to study,I have never written a single line of computer code,1 (Never),No,Yes,Other,I somewhat understand,I do not understand,I do not understand,1010277558.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,behind,0.0,3.0
349,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320239, 320111, 320285","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-01-13 15:13:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",,Yes,I am up-to-date,light,installing python,I can write some code but just the basics,3,Not sure,Yes,"Python,Matlab,Java",I completely understand,I completely understand,I completely understand,1009974422.0,LEC0101,TUT0102,PRA0104,Civil,LEC0101,False,False,True,light,0.0,3.0
350,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-01-13 14:52:52 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",TUT - Tutorial Recording,Yes,I am up-to-date,Amazing,jupyter notebook,I can write code at an intermediate level,4,Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1010369192.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,amazing,2.8,3.0
351,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-01-13 14:41:28 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",TUT - Tutorial Recording,No,I am up-to-date,Content ,Nothing yet,I have never written a single line of computer code,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I somewhat understand,1010479885.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,content ,0.0,3.0
352,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241","320111, 320231, 320328","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241",2024-01-13 14:31:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,great,Jupyter notebook,I consider myself an advanced coder,5 (Always),Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1009909592.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,great,3.1,3.0
353,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0101-20241","320149, 320323, 320168","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0101-20241",2024-01-13 14:21:43 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the teaching style in another section(s),Coding along with the instructor on my device,None,Yes,I am up-to-date,nice,no,I have never written a single line of computer code,3,Not sure,Yes,Python,I completely understand,I completely understand,I completely understand,1008956550.0,LEC0103,TUT0107,PRA0101,Industrial,False,False,LEC0103,True,nice,1.8,3.0
354,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241","320111, 320276, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0104-20241",2024-01-13 14:13:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",,No,I am up-to-date,bored (so far),,I can write code at an intermediate level,2,No,Yes,Java,I completely understand,I completely understand,I completely understand,1009986810.0,LEC0101,TUT0101,PRA0104,Civil,LEC0101,False,False,True,bored  so far ,-1.1,3.0
355,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320149, 320307, 320246","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-13 14:09:16 UTC,"Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,I was studying for a term test for this course",LEC0103 - Beck Lecture Recording,Yes,I am up-to-date,,,,,Yes,Yes,"Python,C/C++",I do not understand,I completely understand,I completely understand,,,,,,False,False,LEC0103,False,nan,0.0,1.0
356,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-01-13 13:25:13 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,Exciting ,Starting to code on pycharm.,I can write some code but just the basics,5 (Always),Yes,Yes,Matlab,I completely understand,I somewhat understand,I somewhat understand,1010080225.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,exciting ,0.0,3.0
357,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-01-13 13:14:23 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,Coding along with the instructor on my device,LEC0103 - Beck Lecture Recording,Yes,I am up-to-date,easy,nothing,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,C/C++,Java,Javascript",I completely understand,I completely understand,I completely understand,1009909789.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,easy,1.9,3.0
358,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-13 10:37:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course",None,Yes,I am up-to-date,So far so good.,,I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab,Java,HTML/CSS",I completely understand,I completely understand,I completely understand,1010440202.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,so far so good ,1.9,3.0
359,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-01-13 07:56:18 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,Excited,Installing pycharm and activating the JetBrains license.,I can write some code but just the basics,3,Yes,Yes,"Python,Matlab,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010376102.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,excited,1.4,3.0
360,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0106-20241","320129, 320276, 320253","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0106-20241",2024-01-13 07:18:35 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",None,Yes,I am up-to-date,pretty good!,none atm,I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab",I completely understand,I completely understand,I completely understand,1008616847.0,LEC0102,TUT0101,PRA0106,Mechanical,False,LEC0102,False,True,pretty good ,4.1,3.0
361,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0103-20241","320129, 320239, 320294","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0103-20241",2024-01-13 07:03:50 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,Good,"NA

 ",I can write code at an intermediate level,3,Yes,Yes,"Python,Matlab,Other",I somewhat understand,I somewhat understand,I somewhat understand,1009979515.0,LEC0102,TUT0103,PRA0104,Track-One,False,LEC0102,False,True,good,1.9,2.0
362,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-01-13 06:49:34 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Distracted with non-academic activities",None,Yes,I am up-to-date,well-paced,,I can write code at an intermediate level,4,Yes,Yes,"Python,Matlab,Java,Other",I completely understand,I completely understand,I completely understand,1010375470.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,well paced,1.1,3.0
363,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-13 06:37:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",None,Yes,I am up-to-date,tired,id funtion,I have never written a single line of computer code,4,Yes,Yes,Matlab,I somewhat understand,I somewhat understand,I somewhat understand,1010247314.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,tired,-1.9,3.0
