,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,feedback,pandas_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
345,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-04-06 01:29:17 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am starting to fall behind,,,,,1010094942.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,nan,0.0,3.0
346,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-04-06 01:22:17 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I am starting to fall behind,confused,panda (all of it),,"highly confused, went through it too fast for me to understand in lectures. ",1010086871.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,confused,-1.3,3.0
347,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-04-06 01:15:21 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,COmfortable,,"n/a

 ",It is interesting,1010211218.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,comfortable,2.3,0.0
348,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-04-06 01:14:42 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I have fallen behind,Stupid,"Oop, csv files, pandas",Too much stuff going on,I did not quite get it but will figure it out (i hope),1010333284.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,stupid,-2.4,3.0
349,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-04-06 01:14:26 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,so far so good,class,"it's hard, but sometimes it's interesting",it's a little bit hard,1010477761.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,so far so good,1.9,3.0
350,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-04-06 01:10:30 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,fine,none,none,different than everything else we learned,1009961677.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,fine,0.8,3.0
351,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-04-06 01:10:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Trying to solve the breakout problems,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,Confused.,panda,None.,I feel that I need more practice working with Pandas as I am slightly confused by the various panda functions and syntax introduced this week.,1010220789.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,confused ,-1.3,2.0
352,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-04-06 01:04:47 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,Nervous ,"cases where pandas is used, OOP, modules ",,Introduction was a little fast paced.,1010164135.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,nervous ,0.0,3.0
353,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-04-06 01:04:25 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I am starting to fall behind,indifferent,OOP still kind of confuses me,,,1010244843.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,indifferent,-0.8,3.0
354,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-06 01:00:33 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",I was working on assignments for this course,Other,"Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,So just a little stressed ,,Ahahah,,1010091231.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,so just a little stressed ,0.0,3.0
355,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-04-06 00:59:39 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,Yes,I am starting to fall behind,classy,,None.,None.,1010230359.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,classy,1.9,3.0
356,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-04-06 00:50:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,pandas??,pandas ,,a little confusing,1010153888.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,pandas  ,0.0,2.0
357,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-04-06 00:50:35 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Pumped,file methods,"Professors Kinsella and Goodfellow are amongst the best profs I've had during my first year at UofT. Their lectures are extremely well put-together, and as a result I am able to effectively learn and understand the material being presented each lecture. ",Pandas helps me gain a better understanding of csv files and data sets,1010143792.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,pumped,0.0,2.0
358,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241","320111, 320328, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0103-20241",2024-04-06 00:49:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,I was working on assignments for this course,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,Hard,Pandas ,A bit hard to follow,Confusing as it was different than usual material,1010118739.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,hard,-0.4,2.0
359,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241","320129, 320231, 320328","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241",2024-04-06 00:48:13 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)","I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,confusing,- classes,/,/,1010124189.0,LEC0101,TUT0108,PRA0103,Mechanical,False,LEC0102,False,False,confusing,-0.9,1.0
360,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0102-20241","320307, 320149, 320224","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0102-20241",2024-04-06 00:47:21 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,The Daily Pickle","PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,Overwhelmed,"pandas, data frames, classes",,This is definitely a useful too to use. I feel as though the way it has been introduced has been good and has allowed for us students to ask a lot of questions as well as practice on our own.,1010334247.0,LEC0103,TUT0105,PRA0102,Mechanical,False,False,LEC0103,True,overwhelmed,0.2,3.0
361,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-04-06 00:42:47 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,No,I am up-to-date,Confident,,,"I like the addition, but I would appreciate a better understanding of the extent to which Pandas will be testable on the exam. There is a lot to know and a lot of functions to memorize, so I would appreciate some structure on how to effectively study for the Pandas content on the exam, if there is any.",1010125703.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
362,"APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241","320328, 320149, 320270","APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0108-20241",2024-04-06 00:38:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,Slump.,Shape function in Panda.,,It is a great addition to the course. It is a useful tool for manipulating CVS files which I believe the students will use in their future careers.,1010174570.0,LEC0103,TUT0108,PRA0108,Materials,LEC0101,False,LEC0103,True,slump ,0.0,3.0
363,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-04-06 00:31:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am),Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,No,I am starting to fall behind,,,,,1009375793.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,nan,0.0,3.0
364,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-04-06 00:27:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,stressed,opening and writing in files ,,I wish there was more time to go over it and practice ,1009856620.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,stressed,-1.4,2.0
365,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-04-06 00:23:00 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am starting to fall behind,Confusing,"Pandas

Notations with Classes",Lab 9 is too confusing for me,"I do not understand this material, as the professors go through the materials too quick and I can hardly follow. ",1009898693.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,confusing,-0.9,3.0
366,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-04-06 00:22:38 UTC,I did not attend any lectures this week,"I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,okay,,,it's understandable,1010154155.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,okay,0.9,0.0
367,"APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241","320224, 320111, 320285","APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241",2024-04-06 00:21:24 UTC,I did not attend any lectures this week,I was working on assignments and/or projects for another course,Other,Other,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Meh,N/a,N/a,it’s good!,1010102381.0,LEC0101,TUT0102,PRA0102,Chemical,False,False,False,False,meh,-0.3,0.0
368,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241","320111, 320239, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0101-20241",2024-04-06 00:15:34 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0108\, Thursday\, 12 - 2 pm",2-4 hours,No,I am up-to-date,This week was quite fun. The Lab was fun.,"Files

CSV Files

OOP",No other feedback. Just please have the exam easy:),Its quite easy,1010324347.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,this week was quite fun  the lab was fun ,4.6,2.0
369,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-04-06 00:04:14 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course,I was working on assignments and/or projects for another course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am starting to fall behind,tired,pandas and CSV files,I would appreciate it if we spent more time on CSV files and pandas.,I don't get Pandas.,1010011238.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,tired,-1.9,3.0
370,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241","320149, 320328, 320270","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241",2024-04-06 00:03:00 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course,The lecture room is not conducive to learning",Other,Other,I did not attend any tutorials this week,The Daily Pickle,I did not attend any lab/practical sessions this week,4-8 hours,No,I have fallen behind,Classes,"remembering syntax, programming logic",N.A.,N.A.,1010064751.0,LEC0103,TUT0108,PRA0108,Materials,False,False,False,False,classes,0.0,0.0
371,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-04-05 23:57:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments for this course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,"PRA0102\, Wednesday\, 1 - 3 pm",2-4 hours,Yes,I am up-to-date,aughhh,csv,pls release midterm II,it is interesting but i am not sure it reflects the intention of this course (being an intro to programming),1009872522.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,aughhh,0.0,2.0
372,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241","320285, 320239, 320129","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241",2024-04-05 23:51:52 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)","I was working on assignments for this course,The lecture times make them challenging to regularly attend",,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,stressed,Pandas,,,1009909690.0,LEC0102,TUT0102,PRA0104,Civil,False,LEC0102,False,True,stressed,-1.4,2.0
373,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-04-05 23:50:56 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,I prefer the teaching style in another section(s),Distracted with non-academic activities,"Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0110 (Online)\, Friday\, 6 - 8 pm",8+,No,I am up-to-date,.,.,.,.,1009949111.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True, ,,1.0
374,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320168, 320111, 320294","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-04-05 23:44:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,afraid,pandas,"could we please get some written material for pandas, since there are no slides available?",i am very confused about pandas at the moment and am therefore finding lab 9 very difficult.,1009818324.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,afraid,0.0,3.0
